chr1	28735	29810	30365	MIR1302-10	+
chr1	713984	714547	714068	LOC100288069	-
chr1	762416	763445	763177	LINC01128	+
chr1	854765	854973	855072	LOC100130417	-
chr1	858970	861632	861120	SAMD11	+
chr1	894313	902654	895966	KLHL17	+
chr1	933387	937410	935552	HES4	-
chr1	948670	948894	948846	ISG15	+
chr1	954768	956343	955502	AGRN	+
chr1	1050515	1050830	1051736	C1orf159	-
chr1	1072369	1072847	1072396	LINC01342	+
chr1	1109314	1110145	1109285	TTLL10	+
chr1	1115574	1116006	1115076	TTLL10	+
chr1	1141670	1142150	1142089	TNFRSF18	-
chr1	1149055	1149524	1149548	TNFRSF4	-
chr1	1167001	1168985	1167628	B3GALT6	+
chr1	1181756	1182470	1182102	FAM132A	-
chr1	1208515	1209942	1209234	UBE2J2	-
chr1	1242400	1245185	1243993	PUSL1	+
chr1	1247918	1248493	1247946	MIR6727	-
chr1	1259643	1260635	1260142	CPTP	+
chr1	1267085	1267286	1266725	TAS1R3	+
chr1	1283933	1285345	1284492	DVL1	-
chr1	1309140	1311039	1310818	AURKAIP1	-
chr1	1334071	1335602	1334909	LOC148413	+
chr1	1342004	1342952	1342693	MRPL20	-
chr1	1355159	1356000	1356824	ANKRD65	-
chr1	1361560	1361787	1361507	TMEM88B	+
chr1	1370767	1371449	1370902	VWA1	+
chr1	1406844	1407821	1407134	ATAD3B	+
chr1	1414034	1414532	1413494	ATAD3B	+
chr1	1446878	1448205	1447522	ATAD3A	+
chr1	1474962	1475220	1475740	TMEM240	-
chr1	1509482	1510747	1510262	SSU72	-
chr1	1534331	1536136	1535476	C1orf233	-
chr1	1550453	1552015	1550794	MIB2	+
chr1	1564421	1570006	1568158	MMP23A	+
chr1	1623610	1625067	1624243	SLC35E2B	-
chr1	1655395	1656231	1655859	CDK11B	-
chr1	1676885	1678333	1677438	SLC35E2	-
chr1	1709394	1710582	1711508	NADK	-
chr1	1821405	1823272	1822556	GNB1	-
chr1	1850098	1851391	1850740	TMEM52	-
chr1	1935166	1935452	1935276	CFAP74	-
chr1	1950411	1951479	1950767	GABRD	+
chr1	1981251	1983212	1981908	PRKCZ	+
chr1	2005179	2005565	2005424	PRKCZ	+
chr1	2126048	2126642	2126214	FAAP20	-
chr1	2144199	2144497	2144159	FAAP20	-
chr1	2158212	2161173	2160133	SKI	+
chr1	2322481	2323764	2323213	RER1	+
chr1	2343385	2344717	2344010	PEX10	-
chr1	2398825	2399055	2398897	PLCH2	+
chr1	2457241	2458259	2458067	PANK4	-
chr1	2460760	2462010	2461684	HES5	-
chr1	2517397	2518892	2518188	FAM213B	+
chr1	2706025	2706961	2706230	TTC34	-
chr1	2938633	2939043	2938045	ACTRT2	+
chr1	2983925	2987962	2985741	PRDM16	+
chr1	3370905	3371683	3371146	ARHGEF16	+
chr1	3527619	3528078	3528059	MEGF6	-
chr1	3540767	3542241	3541555	TPRG1L	+
chr1	3566445	3569636	3569128	TP73	+
chr1	3607096	3607553	3607235	TP73	+
chr1	3662963	3664085	3663335	TP73-AS1	-
chr1	3688553	3689684	3689350	SMIM1	+
chr1	3712398	3713234	3713068	LRRC47	-
chr1	3773187	3774465	3773830	DFFB	+
chr1	3816356	3818084	3816967	LINC01134	+
chr1	4713989	4716555	4715104	AJAP1	+
chr1	6051595	6052955	6052357	KCNAB2	+
chr1	6086244	6086494	6086072	KCNAB2	+
chr1	6239237	6240814	6240194	CHD5	-
chr1	6259178	6259883	6259679	RPL22	-
chr1	6265825	6266778	6266188	RNF207	+
chr1	6295528	6296261	6296299	LINC00337	+
chr1	6305148	6306463	6304251	HES3	+
chr1	6320137	6320942	6321035	GPR153	-
chr1	6452814	6454185	6453826	ACOT7	-
chr1	6479057	6480938	6479979	HES2	-
chr1	6484503	6485327	6484847	ESPN	+
chr1	6525996	6526228	6526255	TNFRSF25	-
chr1	6545143	6545559	6546014	PLEKHG5	-
chr1	6550083	6551115	6550640	PLEKHG5	-
chr1	6557561	6557872	6557156	PLEKHG5	-
chr1	6614136	6614835	6615337	TAS1R1	+
chr1	6639427	6640361	6640050	ZBTB48	+
chr1	6661776	6663844	6662958	KLHL21	-
chr1	6672786	6675741	6673755	PHF13	+
chr1	6685071	6685691	6684924	THAP3	+
chr1	6761295	6762131	6761966	DNAJC11	-
chr1	6844313	6846366	6845383	CAMTA1	+
chr1	7831378	7831846	7831328	VAMP3	+
chr1	7843460	7843693	7844488	PER3	+
chr1	8002408	8002699	8003225	TNFRSF9	-
chr1	8021301	8022226	8021713	PARK7	+
chr1	8085554	8086854	8086393	ERRFI1	-
chr1	8377784	8378447	8378144	SLC45A1	+
chr1	8483389	8484339	8484704	LOC102724552	+
chr1	8877012	8877283	8877699	RERE	-
chr1	8938098	8939409	8938893	ENO1-AS1	+
chr1	9188503	9189743	9189229	GPR157	-
chr1	9242167	9243827	9242262	LOC102724571	+
chr1	9294401	9295118	9294862	H6PD	+
chr1	9488937	9489249	9488975	LOC100506022	-
chr1	9599350	9600444	9599527	SLC25A33	+
chr1	9648586	9649517	9648931	TMEM201	+
chr1	9711780	9713001	9711789	PIK3CD	+
chr1	9883011	9884667	9884584	CLSTN1	-
chr1	9969845	9970063	9970316	CTNNBIP1	-
chr1	10003165	10003585	10003485	NMNAT1	+
chr1	10057121	10058108	10057254	RBP7	+
chr1	10092532	10093404	10093040	UBE4B	+
chr1	10270015	10271306	10270763	KIF1B	+
chr1	10458548	10459997	10459048	PGD	+
chr1	10490200	10491072	10490158	APITD1-CORT	+
chr1	10532177	10532800	10532613	DFFA	-
chr1	10534918	10535172	10535002	PEX14	+
chr1	10853894	10856964	10856733	CASZ1	-
chr1	11072319	11073245	11072678	TARDBP	+
chr1	11119030	11120634	11120091	SRM	-
chr1	11159387	11160136	11159731	LOC105376736	+
chr1	11322258	11323036	11322608	MTOR	-
chr1	11333259	11333547	11333254	UBIAD1	+
chr1	11538669	11540342	11539294	DISP3	+
chr1	11714217	11715304	11714913	FBXO44	+
chr1	11724113	11724885	11724149	FBXO6	+
chr1	11740828	11741717	11741271	MAD2L2	-
chr1	11750701	11752651	11751780	DRAXIN	+
chr1	11795975	11796263	11796141	AGTRAP	+
chr1	11822139	11822363	11822249	C1orf167	+
chr1	11865462	11866566	11866152	CLCN6	+
chr1	11919115	11919555	11918992	NPPB	-
chr1	11985643	11986634	11986485	KIAA2013	-
chr1	11994694	11994969	11994723	PLOD1	+
chr1	12040113	12040793	12040237	MFN2	+
chr1	12079251	12079903	12079298	MIIP	+
chr1	12123488	12124148	12123433	TNFRSF8	+
chr1	12226876	12227712	12227059	TNFRSF1B	+
chr1	12251777	12251985	12251769	MIR4632	+
chr1	12289954	12290585	12290095	VPS13D	+
chr1	12676983	12678642	12677737	DHRS3	-
chr1	13839505	13840613	13840242	LRRC38	-
chr1	13909606	13909842	13910251	PDPN	+
chr1	14026481	14027200	14026734	PRDM2	+
chr1	14075267	14076458	14075875	PRDM2	+
chr1	14924610	14925993	14925212	KAZN	+
chr1	15250373	15251545	15250624	KAZN	+
chr1	15479219	15481471	15480206	TMEM51	+
chr1	15573620	15573953	15573767	FHAD1	+
chr1	15736033	15737228	15736390	EFHD2	+
chr1	15850493	15850699	15850940	CASP9	-
chr1	15853108	15853663	15853307	DNAJC16	+
chr1	15911088	15911608	15911605	AGMAT	-
chr1	15943821	15944356	15943952	DDI2	+
chr1	16011266	16011502	16010826	PLEKHM2	+
chr1	16085147	16085862	16085254	FBLIM1	+
chr1	16173889	16175396	16174358	SPEN	+
chr1	16301902	16302672	16302627	ZBTB17	-
chr1	16399648	16400072	16400127	FAM131C	-
chr1	16481484	16482782	16482582	EPHA2	-
chr1	16563544	16563799	16563659	RSG1	-
chr1	16678574	16679192	16678986	FBXO42	-
chr1	16693621	16694270	16693524	SZRD1	+
chr1	16766998	16767803	16767166	NECAP2	+
